調味料,麻油,3842,小匙,1184,,3,茶匙,429,適量,183,少許,640,兩,1,CC,8,小碗,1,大匙,1099,c.c.,1,、2滴,1,㏄,107,克,2,公克,83,酌量,6,㏄g,1,300,1,罐,1,-3滴,1,數滴,8,cc,32,杯,13,塊,3,g,6,滴,1,匙,11,中匙,13,隨意,1,湯匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,太白粉,3339,小匙,537,,2,大,2,茶匙,555,適量,464,少許,506,兩,7,大匙,827,小茶匙,1,㏄,36,/大匙,1,大湯匙,2,酌量,1,克,2,大茶匙,1,斤,1,㏄。,1,碗,16,公克,270,杯,51,g,34,匙,12,t,1,+1/2小匙,7,湯匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,奶油,3148,小匙,64,,4,小塊,6,個,13,cc,70,顆,1,適量,191,少許,59,ｇ,7,磅,6,250,2,把,1,大匙,380,人份,3,條,6,1,4,茶匙,27,3,1,cc.,1,㏄,95,克,13,公克,1761,份,2,C.C,1,200,1,1月4日,1,CC,7,罐,1,60,1,碗,1,Ｃ.Ｃ.,2,100,1,支,4,杯,25,1又1/2,1,塊,1,-3大匙,1,g,363,ml,2,片,3,匙,1,裝飾用,6,c.c,7,兩,1,湯匙,16,,,,,,,,,,,,,,,,,,
調味料,油,3029,小匙,163,,2,個,2,茶匙,83,張,3,適量,296,少許,156,ｇ,1,公升,3,大匙,1026,少量,1,大杯,1,cc,114,㏄,408,克,2,公克,537,毫升,1,c.c,2,CC,20,碗,3,大湯匙,1,杯,44,大碗,1,g,94,ml,4,鍋,1,滴,1,匙,19,中匙,3,C.C,4,湯匙,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛋豆奶,雞蛋,2924,,2,粒,64,個,911,顆,1147,適量,21,少許,3,大匙,9,條,1,㏄,1,克,3,公克,682,酌量,1,1月2日,1,G,1,-4個,1,顆。,1,杯,3,份,1,g,65,個(切丁),1,包,1,片,3,隨意,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,洋蔥,2532,小匙,23,,2,粒,117,個,316,cc,1,顆,443,適量,44,圈,9,少許,53,兩,16,大匙,134,公斤,2,1,2,茶匙,18,小顆,6,㏄,2,克,27,公克,1050,公公克,1,240,1,數片,1,160,1,杯,26,塊,1,g,202,ml,1,片,11,匙,3,800,1,湯匙,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,胡蘿蔔,2010,小匙,7,小塊,1,個,17,茶匙,1,顆,3,根,31,張,6,適量,85,公,1,少許,83,兩,18,粒,1,量杯,1,大匙,51,小條,3,條,197,3,1,小顆,1,克,33,公克,1226,份,1,200,1,1月2日,1,大條,1,斤,1,撮,1,公分,1,數片,2,杯,56,段,3,公分長,1,g,110,長條,1,小段,6,-3片,1,片,53,匙,1,杯量,1,湯匙,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,高湯,1988,小匙,15,,4,cc,408,根,1,適量,47,少許,7,兩,1,公升,1,量杯,2,大匙,119,ＣＣ,5,大杯,1,1,1,c.c.,3,3,1,㏄,930,克,2,公克,56,4,1,C,1,罐,23,1月2日,1,10,1,CC,45,斤,2,450,1,碗,32,大湯匙,1,Ｃ.Ｃ.,1,隻,1,杯,205,塊,6,15,1,g,4,大碗,8,小,2,ml,3,鍋,1,匙,3,c.c,39,湯匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,
雞肉,雞粉,1864,小匙,1060,大匙,55,g,21,匙,14,茶匙,248,適量,22,少匙,1,少許,343,㏄,1,克,4,公克,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,酒,1765,小匙,124,,1,600,1,瓶,9,cc,233,適量,55,少許,90,+1/2大匙,1,100,1,個,3,量杯,1,盎司,3,c.c.,1,大匙,518,cl,5,CC,25,㏄,303,克,1,公克,131,份,2,oz,1,10,1,300,1,小把,1,碗,1,Ｃ.Ｃ.,1,數滴,3,杯,37,c,2,g,16,ml,14,片,1,茶匙,141,匙,5,c.c,13,湯匙,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,低筋麵粉,1661,小匙,2,杯,86,大匙,83,G,1,g,181,匙,1,茶匙,11,適量,167,碗,2,少許,16,克,12,公克,1093,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海菜菇蕈,香菇,1394,小匙,46,,2,小塊,1,個,2,大匙(肉圓內餡),1,cc,1,顆,9,適量,41,少許,28,兩,13,粒,1,80,1,量杯,1,大匙,37,〜4朵,1,小條,1,條,2,茶匙,1,2,2,5,1,㏄,17,克,16,躲,1,公克,328,酌量,2,朵,771,4,1,斤,2,G,1,300,1,小朵,2,朵�,1,杯,18,g,24,數朵,8,包,2,片,5,大朵,1,-6朵,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛋豆奶,牛奶,1165,小匙,4,,6,個,2,瓶,1,cc,149,適量,15,少許,6,公升,6,量杯,1,大匙,52,1,1,c.c.,2,㏄,277,公克,487,500,1,200,1,CC,7,罐,1,碗,2,125,1,70,1,Ｃ.Ｃ.,2,盒,2,杯,33,g,90,ml,1,30,1,匙,2,c.c,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,甜椒,1118,小匙,7,,2,粒,24,個,157,茶匙,20,顆,135,適量,83,少許,34,兩,11,大匙,12,條,22,1,1,cc,1,克,15,公克,520,支,6,杯,6,塊,2,g,35,小片,2,片,18,匙,2,隨意,1,湯匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,起司,1059,小匙,20,,2,包,2,個,1,茶匙,8,適量,175,少許,23,40,1,球,1,225,1,大匙,74,少量,2,條,1,1,2,2,1,克,8,公克,466,200,1,大片,2,10,2,罐,1,碗,1,100,3,〜2片,1,杯,16,塊,2,g,107,小片,2,片,128,自行斟酌,1,湯匙,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,番茄,1008,小匙,7,150,1,粒,29,個,175,cc,2,顆,239,切片,1,適量,46,瓣,1,少許,9,兩,1,1月2日,1,大個,1,大匙,71,公斤,2,1,2,2,1,㏄,11,克,9,公克,240,大片,1,200,4,斤,1,棵,1,罐,11,100,1,杯,9,塊,1,g,23,鍋,1,片,99,湯匙,7,g,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豬肉,豬絞肉,983,200,2,大匙,13,g,57,150,1,適量,4,斤,31,1,1,碗,5,少許,1,兩,62,杯,9,克,30,公克,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,香菜,934,小匙,33,錢,1,茶匙,15,顆,1,根,48,適量,166,少許,278,兩,3,枝,4,小株,1,株,12,把,3,小把,1,大匙,45,條,1,克,15,公克,184,酌量,1,500,1,杯(含葉),1,棵,3,撮,1,碗,1,數片,1,支,69,杯,6,g,8,片,19,匙,5,湯匙,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,蠔油,829,小匙,143,150,2,,1,茶匙,109,1200,1,適量,6,公,1,少許,7,兩,1,CC,1,大匙,445,cc,19,180,1,5,1,㏄,25,克,3,公克,41,200,1,c.c.,1,100,1,杯,4,g,5,鍋,5,小杯,1,匙,3,C.C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,蕃茄醬,790,小匙,46,,1,茶匙,28,適量,46,少許,14,兩,2,大匙,490,40,1,cc,16,㏄,15,克,5,公克,67,酌量,1,罐,1,大匙半,1,大匙(酌量),1,杯,4,g,20,包,2,匙,4,c.c,4,湯匙,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,飯,749,155,2,茶匙,1,適量,82,ｇ,1,250,2,小碗,2,大匙,2,人份,3,1,6,320,1,2,6,克,2,公克,192,500,1,1月4日,1,1月2日,1,300,2,罐,1,碗,385,杯,9,g,19,大碗,2,兩,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,冰糖,698,小匙,99,杯,14,大匙,252,1月2日,1,g,22,匙,5,茶匙,3,斤,1,條,1,適量,24,碗,2,少許,38,兩,11,克,5,公克,216,隨意,1,酌量,1,,1,g公克,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海鮮,蝦仁,688,150,2,粒,4,個,8,顆,1,-8隻,1,適量,8,公,4,少許,6,兩,44,條,2,1,1,3,1,克,15,公克,414,1月2日,1,斤,14,隻,58,支,1,尾,68,杯,4,g,30,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,油蔥酥,677,小匙,14,,2,粒,60,公克。,1,g,64,杯,8,茶匙,17,顆,49,棵,1,適量,29,碗,5,瓣,8,少許,23,兩,7,㏄,3,克,21,大匙,80,公克,265,湯匙,6,小個,1,個,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,白醋,677,小匙,131,杯,36,大匙,282,g,3,量杯,1,CC,4,大杯,2,適量,12,茶匙,93,少許,10,兩,2,㏄,53,C.C,1,公克,32,匙,2,c.c,1,湯匙,1,cc,10,中匙,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,小黃瓜,663,600,1,根,13,適量,28,少許,30,100,1,數片,2,大匙,7,小條,1,條,327,克,6,公克,189,斤,1,撮,1,條(切丁),1,條（切片）,1,支,1,杯,5,g,25,小段,1,小片,1,片,18,條公克,1,數條,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛋豆奶,蛋白,655,小匙,13,,1,個份,1,粒,11,個,187,g,48,茶匙,21,顆,74,適量,19,3,1,少許,19,㏄,1,大匙,92,公克,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,麵,653,,1,150,12,個,21,cc,1,只,2,張,25,適量,30,少許,8,兩,1,40,1,250,2,小包,1,80,4,600,1,把,3,小碗,1,大匙,14,人份,12,180,1,條,8,1,2,1500,1,2,1,㏄,5,克,8,公克,321,份,3,500,1,200,3,罐,4,1月2日,1,140,1,3,1,斤,8,225,1,60,2,碗,2,100,4,杯,7,塊,4,g,73,束,1,包,34,片,16,,,,,,,,,,,,,,,,,,,,
澱粉,高筋麵粉,646,,1,杯,3,大匙,5,g,45,斤,1,適量,3,少許,2,兩,3,克,2,公克,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,味醂,635,小匙,88,杯,9,大匙,208,g,14,茶匙,25,ml,1,適量,3,cc,83,CC,1,少許,13,㏄,134,克,1,㏄砂糖,1,公克,49,,2,c.c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,麵粉,622,小匙,26,,2,個,1,茶匙,14,適量,78,少許,40,兩,1,量杯,1,+1/2匙,1,大匙,237,公克,109,cc,2,㏄,1,大湯匙,2,酌量,2,斤,2,碗,10,杯(備用),1,杯,57,g,19,片,1,匙,6,湯匙,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,醬油膏,621,小匙,49,杯,10,大匙,449,g,3,ＣＣ,3,匙,3,茶匙,13,大杯,1,斤,1,適量,13,cc,6,少許,3,㏄,19,克,3,C.C,1,公克,43,中匙,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛋豆奶,蛋黃,620,,1,200,1,粒,9,個,231,g,40,只,2,顆,148,15,1,適量,6,少許,4,小顆,1,公克,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他,檸檬汁,585,小匙,58,,1,粒,4,個,11,cc,58,顆,10,適量,24,少許,38,片,1,盎司,2,大匙,172,毫克,1,茶匙,21,㏄,73,公克,56,顆量,2,CC,4,牙籤,1,數滴,2,杯,2,g,13,ml,4,個份,1,匙,5,oz,1,隨意,1,c.c,1,湯匙,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,高麗菜,576,粒,2,600,1,顆,46,適量,77,卷,1,少許,9,兩,4,個,16,大匙,2,1,1,葉,2,克,15,公克,310,大片,1,棵,4,10,1,斤,8,捲,1,杯,10,g,47,片,17,隨意,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,九層塔,570,小匙,4,錢,1,茶匙,8,顆,1,根,12,適量,91,少許,74,兩,4,株,2,把,3,小把,7,大匙,21,葉,7,3,1,克,6,公克,192,200,1,300,1,支,35,杯,1,g,32,片,60,匙,2,湯匙,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,烏醋,562,小匙,167,杯,5,大匙,220,g,1,匙,3,茶匙,35,適量,21,cc,11,少許,66,兩,1,㏄,21,公克,9,湯匙,1,中匙,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,麵糰,538,大匙,1,個,8,g,11,斤,1,少許,1,㏄,13,公克,449,份,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,味精,533,小匙,104,杯,1,大匙,27,g,5,匙,13,茶匙,203,適量,37,少許,94,兩,1,克,2,公克,41,酌量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海鮮,蝦,524,155,1,個,1,茶匙,1,-8隻,1,適量,13,兩,3,大匙,10,條,3,1,2,4,1,克,4,6,1,公克,119,酌量,1,G,1,300,2,斤,15,尾(大),1,隻,140,支,6,尾,172,杯,2,g,21,包,1,人1條,1,湯匙,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,青椒 ,519,小匙,2,150,1,粒,8,個,102,茶匙,1,顆,51,適量,32,圈,1,少許,9,兩,10,工靠,1,大匙,8,條,2,克,5,公克,242,100,1,支,1,杯,1,塊,2,g,30,小片,1,片,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雞肉,雞腿肉,515,,1,杯,1,塊,5,個,2,g,12,4,1,付,1,公斤,1,2,1,兩,5,㏄,1,克,6,公克,139,1,1,隻,210,支,127,小支,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,玉米粉,515,小匙,27,杯,31,大匙,87,g,35,匙,3,茶匙,40,適量,17,碗,1,少許,10,㏄,1,克,12,公克,246,湯匙,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,滷汁,515,小匙,3,,1,錢,7,個,31,瓶,3,cc,4,顆,15,根,9,適量,42,瓣,1,兩,3,粒,19,小片,1,小包,3,大匙,22,1,1,300,1,3,1,㏄,162,克,20,公克,23,份,9,10,1,CC,2,碗,2,20,1,支,3,杯,4,g,4,鍋,39,包,75,片,2,C.C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,咖哩,492,小匙,44,大塊,1,小塊,10,600,1,217,1,茶匙,45,格,4,適量,13,少許,6,兩,1,155,1,250,2,175,1,大,1,大匙,215,人份,1,40,1,3,1,2,1,㏄,12,克,3,公克,77,500,2,1月4日,1,300,1,60,1,120,1,個,1,125,1,225,1,盒,3,杯,1,塊,23,g,7,鍋,2,50,1,片,1,匙,1,湯匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,美乃滋,490,小匙,16,杯,7,大匙,114,g,31,cc,2,小包,1,條,1,包,1,適量,145,3,1,少許,24,㏄,5,克,1,70,1,公克,138,湯匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,花椒,490,小匙,83,,1,大匙,29,g,6,匙,2,茶匙,71,錢,38,適量,31,少許,32,兩,3,杯,1,克,19,公克,166,粒,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,米,483,小匙,2,杯,171,塊,1,大匙,9,公斤,1,g,16,量杯,11,茶匙,5,適量,3,斤,5,條,2,張,3,片,1,碗,3,少許,3,兩,4,㏄,1,克,3,公克,231,隻,7,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,泡打粉,467,小匙,83,,1,大匙,13,g,38,茶匙,27,適量,1,少許,3,克,4,公克,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雞肉,雞胸肉,465,大塊,1,適量,2,塊,59,個,20,g,17,杯,1,斤,10,片,72,隻,1,兩,7,副,41,克,6,公克,224,份,1,付,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,馬鈴薯,463,小匙,2,150,1,塊,1,大匙,2,個,87,g,18,杯,6,300,1,斤,1,顆,83,粒,18,適量,4,少許,1,條,1,克,3,公克,227,1,4,大顆,1,小個,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,白蘿蔔,459,,3,小匙,1,小塊,1,600,3,根,7,適量,35,少許,7,兩,3,個,14,大匙,23,小條,1,條,97,1,1,克,4,公克,213,罐,1,斤,5,小只,1,碗,1,數片,1,160,1,支,2,杯,5,段,1,塊,1,g,19,小段,1,片,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,八角,449,粒,242,個,24,g,7,茶匙,8,顆,54,錢,17,適量,6,少許,5,兩,2,㏄,4,克,15,大匙,3,公克,61,數片,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔬菜,芹菜,447,小匙,4,,1,茶匙,2,顆,4,根,33,適量,25,少許,20,兩,2,枝,6,株,2,把,2,大匙,18,條,1,克,9,公克,192,1月4日,1,棵,1,300,1,斤,2,公分,1,100,1,隻,3,支,87,杯,7,g,21,片,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豬肉,豬五花肉,439,片,12,小塊,1,塊,5,大匙,1,600,1,g,24,兩(150公克),1,斤,27,條,2,適量,7,兩,8,克,10,公克,339,1月2日,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,白芝麻,436,小匙,36,杯,6,大匙,67,g,8,茶匙,10,少量,1,適量,124,碗,1,少許,103,中匙,3,克,1,公克,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澱粉,中筋麵粉,434,小匙,2,杯,32,大匙,23,g,46,茶匙,3,適量,1,斤,3,公斤,1,公,1,少許,1,兩,3,克,4,公克,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,芝麻,423,小匙,21,150,1,個,1,茶匙,22,適量,66,少許,64,80,1,大匙,112,cc,1,㏄,1,克,2,公克,111,200,1,300,1,斤,1,碗,2,杯,2,塊,1,g,8,30,1,片,1,匙,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
調味料,豆瓣醬,419,小匙,50,杯,8,大匙,270,g,4,瓶,1,茶匙,32,湯匙,1,適量,4,碗,1,少許,3,兩,1,中匙,1,克,3,公克,35,匙,1,酌量,2,小罐,1,㏄,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海菜菇蕈,海苔,397,小匙,4,適量,111,包,1,塊,1,大匙,23,g,4,杯,2,茶匙,3,條,2,小片,12,片,130,少許,55,兩,1,大片,1,張(切細條),1,大包,1,公克,15,數片,2,張,27,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
